video,event_change,frame
51_Trim3.mp4,00:00:11.185,337
51_Trim4.mp4,00:00:10.419,314
51_Trim5.mp4,00:00:17.688,532
51_Trim6.mp4,00:00:11.419,344
51_Trim7.mp4,00:00:35.270,1059
51_Trim8.mp4,00:00:14.204,427
52_Trim1.mp4,00:00:10.188,307
52_Trim2.mp4,00:00:08.671,261
52_Trim3.mp4,00:00:20.187,607
52_Trim4.mp4,00:00:13.689,412
53_Trim1.mp4,00:00:12.939,389
54_Trim1.mp4,00:00:13.436,404
54_Trim2.mp4,00:00:16.202,487
55_Trim1.mp4,00:00:25.705,772
55_Trim2.mp4,00:00:26.735,803
55_Trim3.mp4,00:00:29.987,901
55_Trim4.mp4,00:00:18.468,555
55_Trim5.mp4,00:00:11.189,337
55_Trim6.mp4,00:00:15.953,480
56_Trim1.mp4,00:00:18.937,569
56_Trim2.mp4,00:00:14.439,434
56_Trim3.mp4,00:00:08.173,246
56_Trim4.mp4,00:00:13.689,412
56_Trim5.mp4,00:00:13.686,412
57_Trim1.mp4,00:00:17.953,540
57_Trim2.mp4,00:01:04.621,170
57_Trim3.mp4,00:00:31.254,939
57_Trim4.mp4,00:00:24.736,743
57_Trim5.mp4,00:00:26.220,788
57_Trim6.mp4,00:00:19.203,577
58_Trim1.mp4,00:00:10.918,329
58_Trim2.mp4,00:00:05.918,179
58_Trim3.mp4,00:00:09.437,284
58_Trim4.mp4,00:00:06.417,194
58_Trim5.mp4,00:00:08.168,246
5_Trim1.mp4,00:00:14.154,426
5_Trim2.mp4,00:00:07.901,238
5_Trim3.mp4,00:00:07.450,224
5_Trim4.mp4,00:00:09.804,295
5_Trim5.mp4,00:00:09.153,276
5_Trim6.mp4,00:00:13.906,418
60_Trim1.mp4,00:00:07.922,239
60_Trim2.mp4,00:00:07.669,231
60_Trim3.mp4,00:00:09.688,292
60_Trim4.mp4,00:00:14.187,427
60_Trim5.mp4,00:00:09.921,299
61_Trim1.mp4,00:00:16.436,494
61_Trim10.mp4,00:00:35.521,1067
61_Trim2.mp4,00:00:45.821,1376
61_Trim3.mp4,00:00:13.439,404
61_Trim4.mp4,00:00:26.219,788
61_Trim5.mp4,00:00:17.938,539
61_Trim6.mp4,00:00:15.455,465
61_Trim7.mp4,00:00:26.738,803
61_Trim8.mp4,00:00:25.972,780
61_Trim9.mp4,00:00:36.255,1089
62_Trim1.mp4,00:00:12.937,389
62_Trim2.mp4,00:00:09.764,294
62_Trim3.mp4,00:00:08.422,254
62_Trim4.mp4,00:00:06.422,194
62_Trim5.mp4,00:00:08.419,254
62_Trim6.mp4,00:00:15.442,464
63_Trim1.mp4,00:00:16.205,487
63_Trim2.mp4,00:00:09.422,284
63_Trim3.mp4,00:00:12.687,382
64_Trim1.mp4,00:00:14.185,427
64_Trim2.mp4,00:00:05.918,179
64_Trim3.mp4,00:00:12.687,382
64_Trim4.mp4,00:00:11.434,344
64_Trim5.mp4,00:00:08.922,269
64_Trim6.mp4,00:00:09.687,292
65_Trim1.mp4,00:00:15.187,457
65_Trim2.mp4,00:00:15.189,457
65_Trim3.mp4,00:00:07.172,216
65_Trim4.mp4,00:00:11.245,338
65_Trim5.mp4,00:00:20.701,622
65_Trim6.mp4,00:00:12.437,374
65_Trim7.mp4,00:00:09.923,299
66_Trim1.mp4,00:00:14.188,427
66_Trim2.mp4,00:00:28.718,863
66_Trim3.mp4,00:00:14.437,434
66_Trim4.mp4,00:00:12.202,367
66_Trim5.mp4,00:00:15.706,472
67_Trim1.mp4,00:00:21.471,645
67_Trim2.mp4,00:00:23.239,698
67_Trim3.mp4,00:00:14.438,434
67_Trim4.mp4,00:00:22.723,683
67_Trim5.mp4,00:00:17.705,532
68_Trim1.mp4,00:00:12.936,389
68_Trim2.mp4,00:00:16.954,510
68_Trim3.mp4,00:00:16.956,510
68_Trim4.mp4,00:00:29.487,886
69_Trim1.mp4,00:00:08.671,261
69_Trim2.mp4,00:00:10.436,314
69_Trim3.mp4,00:00:11.690,352
69_Trim4.mp4,00:00:08.671,261
6_Trim1.mp4,00:00:27.905,838
6_Trim2.mp4,00:00:16.654,501
6_Trim3.mp4,00:00:20.304,610
6_Trim4.mp4,00:00:17.155,516
70_Trim1.mp4,00:00:11.670,351
70_Trim2.mp4,00:00:07.669,231
70_Trim3.mp4,00:00:11.170,336
70_Trim4.mp4,00:00:09.671,291
71_Trim1.mp4,00:00:14.687,442
71_Trim2.mp4,00:00:14.688,442
71_Trim3.mp4,00:00:19.956,600
72_Trim1.mp4,00:00:18.972,570
72_Trim2.mp4,00:00:10.422,314
72_Trim3.mp4,00:00:14.686,442
72_Trim4.mp4,00:00:16.203,487
73_Trim1.mp4,00:00:38.721,1163
73_Trim2.mp4,00:00:11.187,337
73_Trim3.mp4,00:00:19.706,592
74_Trim1.mp4,00:00:20.201,607
74_Trim2.mp4,00:00:17.937,539
74_Trim3.mp4,00:00:12.687,382
74_Trim4.mp4,00:00:15.438,464
75_Trim1.mp4,00:00:44.285,1330
75_Trim2.mp4,00:01:44.867,1377
75_Trim3.mp4,00:00:12.172,366
76_Trim1.mp4,00:00:16.954,510
76_Trim2.mp4,00:00:19.718,593
76_Trim3.mp4,00:00:17.456,525
76_Trim4.mp4,00:00:18.205,547
77_Trim1.mp4,00:00:12.435,374
77_Trim2.mp4,00:00:14.936,449
77_Trim3.mp4,00:00:06.669,201
77_Trim4.mp4,00:00:11.936,359
77_Trim5.mp4,00:00:19.473,585
77_Trim6.mp4,00:00:10.187,307
78_Trim1.mp4,00:00:08.170,246
78_Trim2.mp4,00:00:06.420,194
78_Trim3.mp4,00:00:18.934,569
78_Trim4.mp4,00:00:08.671,261
79_Trim1.mp4,00:00:15.205,457
79_Trim2.mp4,00:00:12.939,389
79_Trim3.mp4,00:00:12.188,367
79_Trim4.mp4,00:00:17.452,525
7_Trim1.mp4,00:00:22.155,666
80_Trim1.mp4,00:00:14.688,442
80_Trim2.mp4,00:00:09.672,291
80_Trim3.mp4,00:00:18.453,555
80_Trim4.mp4,00:00:12.671,381
80_Trim5.mp4,00:00:15.786,475
81_Trim1.mp4,00:00:19.688,592
81_Trim2.mp4,00:00:12.439,374
81_Trim3.mp4,00:00:12.171,366
81_Trim4.mp4,00:00:08.921,269
81_Trim5.mp4,00:00:10.936,329
82_Trim1.mp4,00:00:15.172,456
82_Trim2.mp4,00:00:48.768,1464
83_Trim1.mp4,00:00:28.489,856
83_Trim2.mp4,00:00:30.505,916
83_Trim3.mp4,00:00:07.174,216
83_Trim4.mp4,00:00:08.171,246
83_Trim5.mp4,00:00:07.154,216
83_Trim6.mp4,00:01:29.502,916
83_Trim7.mp4,00:00:24.984,751
84_Trim1.mp4,00:00:19.187,577
84_Trim2.mp4,00:00:13.186,397
84_Trim3.mp4,00:00:20.204,607
84_Trim4.mp4,00:00:27.453,825
84_Trim5.mp4,00:00:08.922,269
84_Trim6.mp4,00:00:20.939,629
85_Trim1.mp4,00:00:21.471,645
85_Trim2.mp4,00:00:15.689,472
85_Trim3.mp4,00:00:09.006,271
85_Trim4.mp4,00:00:11.187,337
85_Trim5.mp4,00:00:16.189,487
86_Trim1.mp4,00:00:10.619,320
86_Trim2.mp4,00:00:11.938,359
86_Trim3.mp4,00:00:11.170,336
86_Trim4.mp4,00:00:18.186,547
87_Trim1.mp4,00:00:11.687,352
87_Trim2.mp4,00:00:12.169,366
87_Trim3.mp4,00:00:10.436,314
87_Trim4.mp4,00:00:14.436,434
88_Trim1.mp4,00:00:11.171,336
88_Trim2.mp4,00:00:10.172,306
88_Trim3.mp4,00:00:15.686,472
89_Trim1.mp4,00:00:26.238,788
89_Trim2.mp4,00:00:31.006,931
89_Trim3.mp4,00:00:10.438,314
89_Trim4.mp4,00:00:13.187,397
89_Trim5.mp4,00:00:12.539,377
8_Trim1.mp4,00:00:27.902,838
8_Trim2.mp4,00:00:24.144,725
8_Trim3.mp4,00:00:24.143,725
8_Trim4.mp4,00:00:15.122,455
90_Trim1.mp4,00:00:05.402,163
90_Trim2.mp4,00:00:06.920,209
90_Trim3.mp4,00:00:09.917,299
91_Trim1.mp4,00:00:15.171,456
91_Trim2.mp4,00:00:10.420,314
91_Trim3.mp4,00:00:09.421,284
91_Trim4.mp4,00:00:05.671,171
91_Trim5.mp4,00:00:06.668,201
92_Trim1.mp4,00:00:08.171,246
92_Trim2.mp4,00:00:08.720,263
93_Trim1.mp4,00:00:11.435,344
93_Trim2.mp4,00:00:08.922,269
93_Trim3.mp4,00:00:03.403,103
94_Trim1.mp4,00:00:21.436,644
94_Trim2.mp4,00:00:17.480,525
95_Trim1.mp4,00:00:09.002,271
95_Trim2.mp4,00:00:12.688,382
95_Trim3.mp4,00:00:09.685,292
95_Trim4.mp4,00:00:10.421,314
96_Trim1.mp4,00:00:14.768,444
96_Trim2.mp4,00:00:15.438,464
96_Trim3.mp4,00:00:15.938,479
97_Trim1.mp4,00:00:08.168,246
97_Trim2.mp4,00:00:08.902,268
97_Trim3.mp4,00:00:09.437,284
97_Trim4.mp4,00:00:08.421,254
97_Trim5.mp4,00:00:15.189,457
97_Trim6.mp4,00:00:12.184,367
98_Trim1.mp4,00:00:10.688,322
98_Trim2.mp4,00:00:11.687,352
98_Trim3.mp4,00:00:06.402,193
98_Trim4.mp4,00:00:11.689,352
98_Trim5.mp4,00:00:10.918,329
99_Trim1.mp4,00:00:17.186,517
99_Trim2.mp4,00:00:12.437,374
99_Trim3.mp4,00:00:10.419,314
99_Trim4.mp4,00:00:12.938,389
99_Trim5.mp4,00:00:08.671,261
9_Trim1.mp4,00:00:20.402,613
9_Trim2.mp4,00:00:17.404,523
9_Trim3.mp4,00:00:16.651,501
9_Trim4.mp4,00:00:29.905,898
9_Trim5.mp4,00:00:18.903,568
